IATA,id,name,city,country,ICAO,latitude,longitude,altitude,timezone,dst,tz,type,source,CRIMINAL ACTORS (AVERAGE),MAFIA-STYLE GROUPS,CRIMINAL NETWORKS,STATE-EMBEDDED ACTORS,FOREIGN ACTORS,CRIMINAL MARKETS (AVERAGE),HUMAN TRAFFICKING,HUMAN SMUGGLING,ARMS TRAFFICKING,FLORA CRIMES,FAUNA CRIMES,"NON-RENEWABLE
NON-RENEWABLE RESOURCE CRIMES",HEROIN TRADE,COCAINE TRADE,CANNABIS TRADE,SYNTHETIC DRUG TRADE,RESILIENCE (AVERAGE),POLITICAL LEADERSHIP AND GOVERNANCE,GOVERNMENT TRANSPARENCY AND ACCOUNTABILITY,INTERNATIONAL COOPERATION,NATIONAL POLICIES AND LAWS,JUDICIAL SYSTEM AND DETENTION,LAW ENFORCEMENT,TERRITORIAL INTEGRITY,ANTI-MONEY LAUNDERING SYSTEMS,ECONOMIC REGULATORY CAPACITY,VICTIM AND WITNESS SUPPORT,PREVENTION,NON-STATE ACTORS,population,in_cites_2021,in_cites_2016,in_cites_2017,in_cites_2018,in_cites_2019,in_cites_2020,degree_full,between_full,close_full,eigen_full,pr_full,degree_in_full,degree_out_full,origin_count,transit_count,destination_count,seizure_count,incident_counts,binary_incident_observed,binary_origin_observed,binary_destination_observed,binary_transit_observed
CLE,3486,Cleveland Hopkins International Airport,Cleveland,united states,KCLE,41.4117012,-81.84980011,791,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,383793,1,1,1,0,0,0,0.021221532,0.000746089,0.1161566022279378,0.067993478,0.001020582,0.017598343685300208,0.003623188,0,0,0,0,0,0,0,0,0
CLL,3715,Easterwood Field,College Station,united states,KCLL,30.58860016,-96.36380005,320,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,116218,1,1,1,0,0,0,0.001035197,0,0.086273002,0.000915472,0.000249928,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
CMH,3759,John Glenn Columbus International Airport,Columbus,united states,KCMH,39.998001,-82.891899,815,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,892533,1,1,1,0,0,0,0.015527950310559008,4.882502703352955e-07,0.11551808677821941,0.059205987340351214,0.000632255,0.013457556935817806,0.002070393,0,0,0,0,0,0,0,0,0
DAB,3950,Daytona Beach International Airport,Daytona Beach,united states,KDAB,29.179899,-81.058098,34,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,68866,1,1,1,0,0,0,0.001035197,0,0.093217497,0.002842574,0.000258899,0.001035197,0,0,0,0,0,0,0,0,0,0
DAY,3627,James M Cox Dayton International Airport,Dayton,united states,KDAY,39.90240097045898,-84.2193985,1009,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,140640,1,1,1,0,0,0,0.006728778,0,0.11053280958172262,0.035059355,0.000464197,0.006728778,0,0,0,0,0,0,0,0,0,0
DEN,3751,Denver International Airport,Denver,united states,KDEN,39.86169815,-104.6729965,5431,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,716492,1,1,1,0,0,0,0.094720497,0.029708581568328327,0.12736160779639039,0.10915312631319198,0.002152796,0.032608696,0.062111801,0,0,0,0,0,0,0,0,0
DSM,3729,Des Moines International Airport,Des Moines,united states,KDSM,41.53400039672852,-93.6631012,958,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,216853,1,1,1,0,0,0,0.007246377,4.301107215096171e-05,0.1076295277152595,0.022449903152611497,0.000373089,0.005175983,0.002070393,0,0,0,0,0,0,0,0,0
EWN,3730,Coastal Carolina Regional Airport,New Bern,united states,KEWN,35.07300186,-77.04290009,18,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,30113,1,1,1,0,0,0,0.000517598,0,0.08604936,0.00078177,0.000248979,0.000517598,0,0,0,0,0,0,0,0,0,0
FAY,5738,Fayetteville Regional Grannis Field,Fayetteville,united states,KFAY,34.99119949,-78.88030243,189,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,86751,1,1,1,0,0,0,0.000517598,0,0.08604936,0.00078177,0.000248979,0.000517598,0,0,0,0,0,0,0,0,0,0
GCM,1926,Owen Roberts International Airport,Georgetown,cayman islands,MWCR,19.2928009,-81.35769653,8,-5,N,America/Cayman,airport,OurAirports,4.75,1,4.5,7,6.5,3.55,4,2,3,8,7.5,2.5,1,2.5,3.5,1.5,5.21,5,4.5,5.5,4.5,5.5,6,5,5,5,4.5,6.5,5.5,40200,0,0,0,0,0,0,0.00310559,1.9911795948401165e-06,0.10907265719587067,0.013916062037535537,0.000359297,0.002587992,0.000517598,0,0,1,1,1,1,0,1,0
GPT,4038,Gulfport Biloxi International Airport,Gulfport,united states,KGPT,30.40730094909668,-89.07009888,28,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,71870,1,1,1,0,0,0,0.001552795,0,0.088050274,0.001697242,0.000252081,0.001035197,0.000517598,0,0,0,0,0,0,0,0,0
HHH,8314,Hilton Head Airport,Hilton Head Island,united states,KHXD,32.22439957,-80.69750214,19,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,39639,1,1,1,0,0,0,0.000517598,0,0.090840183,0.002060804,0.000256746,0.000517598,0,0,0,0,0,0,0,0,0,0
HSV,4113,Huntsville International Carl T Jones Field,Huntsville,united states,KHSV,34.6371994,-86.77510071,629,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,205472,1,1,1,0,0,0,0.00310559,0,0.10507332643202208,0.016240327,0.000332356,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
HTS,5742,Tri-State/Milton J. Ferguson Field,Huntington,united states,KHTS,38.36669922,-82.55799866,828,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,46048,1,1,1,0,0,0,0.001035197,0,0,8.998795916126649e-33,0.000246827,0,0.001035197,0,0,0,0,0,0,0,0,0
IAH,3550,George Bush Intercontinental Houston Airport,Houston,united states,KIAH,29.984399795532227,-95.34140015,97,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,2320268,1,1,1,0,0,0,0.074534161,0.012441593,0.1511846423482332,0.14631082263787332,0.007153831,0.053830227743271224,0.020703933747412008,0,0,1,1,1,1,0,1,0
ILM,3845,Wilmington International Airport,Wilmington,united states,KILM,34.270599365234375,-77.90260315,32,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,70635,1,1,1,0,0,0,0.002070393,0,0.098327787,0.006611921,0.000302208,0.002070393,0,0,0,0,0,0,0,0,0,0
IND,3585,Indianapolis International Airport,Indianapolis,united states,KIND,39.7173,-86.294403,797,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,876862,1,1,1,0,0,0,0.017080745341614908,2.5320662081898632e-05,0.11968720696780945,0.06380753,0.000746569,0.013457556935817806,0.003623188,0,0,0,0,0,0,0,0,0
JAN,3580,Jackson-Medgar Wiley Evers International Airport,Jackson,united states,KJAN,32.31119919,-90.07589722,346,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,164422,1,1,1,0,0,0,0.00310559,4.200770044690973e-07,0.10905522566752107,0.012174184613658996,0.000436459,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
LIT,3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,united states,KLIT,34.729400634799994,-92.22429657,262,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,197881,1,1,1,0,0,0,0.007763975,3.759078991874943e-05,0.11111558362169655,0.030711418728146287,0.000556287,0.00621118,0.001552795,0,0,0,0,0,0,0,0,0
MBJ,1780,Sangster International Airport,Montego Bay,jamaica,MKJS,18.503700256347656,-77.91339874,4,-5,U,America/Jamaica,airport,OurAirports,7.63,8,7.5,8,7,4.2,5,3,8.5,1.5,2,1,3,6,9,3,5.46,5,5.5,6.5,5.5,4,6,6.5,4.5,4.5,5,6,6.5,427891,1,0,0,0,0,0,0.011904761904761906,4.267122214526123e-06,0.12655847724840175,0.060547313,0.00088313,0.011387163561076606,0.000517598,0,0,0,0,0,0,0,0,0
MCI,3458,Kansas City International Airport,Kansas City,united states,KMCI,39.2976,-94.713898,1026,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,486404,1,1,1,0,0,0,0.020186335403726708,3.040443443356321e-05,0.11980311214255886,0.083800825,0.001101941,0.016563146997929608,0.003623188,0,0,0,0,0,0,0,0,0
MGM,4115,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,united states,KMGM,32.30059814,-86.39399719,221,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,198218,1,1,1,0,0,0,0.001035197,0,0.093217497,0.002842574,0.000258899,0.001035197,0,0,0,0,0,0,0,0,0,0
MHT,4011,Manchester-Boston Regional Airport,Manchester NH,united states,KMHT,42.932598,-71.435699,266,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,112525,1,1,1,0,0,0,0.00621118,6.255634798642566e-08,0.10789209399444598,0.02454191,0.000423885,0.005693582,0.000517598,0,0,0,0,0,0,0,0,0
MKE,3717,General Mitchell International Airport,Milwaukee,united states,KMKE,42.94720077514648,-87.89659882,723,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,595047,1,1,1,0,0,0,0.015010351966873708,1.6848373465736488e-07,0.1196370384220603,0.070057324,0.001010759,0.014492753623188408,0.000517598,0,0,0,0,0,0,0,0,0
MLB,3671,Melbourne International Airport,Melbourne,united states,KMLB,28.10280036926269,-80.64530182,33,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,5159211,1,1,1,0,0,0,0.000517598,0,0.08604936,0.00078177,0.000248979,0.000517598,0,0,0,0,0,0,0,0,0,0
MOB,3782,Mobile Regional Airport,Mobile,united states,KMOB,30.69120026,-88.24279785,219,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,189572,1,1,1,0,0,0,0.001552795,0,0.10747941705184079,0.008782417,0.000404542,0.001552795,0,0,0,0,0,0,0,0,0,0
MYR,3515,Myrtle Beach International Airport,Myrtle Beach,united states,KMYR,33.67969894,-78.92829895,25,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,33908,1,1,1,0,0,0,0.007763975,0.00020543,0.10843231654801072,0.028460238404406334,0.000522382,0.006728778,0.001035197,0,0,0,0,0,0,0,0,0
NAS,1953,Lynden Pindling International Airport,Nassau,bahamas,MYNN,25.03899956,-77.46620178,16,-5,U,America/Nassau,airport,OurAirports,3.63,3.5,2,3,6,3.95,4.5,5,4.5,1,4.5,2,4,7,4,3,5.21,6,6,6,6,3.5,6,5,4.5,4,6.5,5,4,274400,1,0,0,0,0,0,0.012422360248447206,0.000187365,0.12330525027936683,0.047733406303325475,0.00123859,0.011904761904761906,0.000517598,0,0,0,0,0,0,0,0,0
OAJ,4386,Albert J Ellis Airport,Jacksonville NC,united states,KOAJ,34.82920074,-77.61209869,94,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,72896,1,1,1,0,0,0,0.000517598,0,0.08604936,0.00078177,0.000248979,0.000517598,0,0,0,0,0,0,0,0,0,0
OMA,3454,Eppley Airfield,Omaha,united states,KOMA,41.3032,-95.894096,984,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,468262,1,1,1,0,0,0,0.008281573,1.967513517262767e-06,0.11611527471211266,0.040559473,0.000585782,0.007246377,0.001035197,0,0,0,0,0,0,0,0,0
ORF,3611,Norfolk International Airport,Norfolk,united states,KORF,36.89459991455078,-76.20120239,26,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,244076,1,1,1,0,0,0,0.008799172,5.400826508653031e-07,0.117300124,0.045396916,0.000640174,0.008281573,0.000517598,0,0,0,0,0,0,0,0,0
PHF,3633,Newport News Williamsburg International Airport,Newport News,united states,KPHF,37.13190079,-76.49299622,42,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,178626,1,1,1,0,0,0,0.000517598,0,0.094896461,0.004370701,0.000267066,0.000517598,0,0,0,0,0,0,0,0,0,0
PVD,3641,Theodore Francis Green State Airport,Providence,united states,KPVD,41.732601,-71.420403,55,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,179335,1,1,1,0,0,0,0.008281573,6.255634798642566e-08,0.11096931475339245,0.033720614572068104,0.000494758,0.007763975,0.000517598,0,0,0,0,0,0,0,0,0
PWM,3862,Portland International Jetport Airport,Portland,united states,KPWM,43.64619827,-70.30930328,76,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,653115,1,1,1,0,0,0,0.00621118,0,0.11239958592132504,0.032132580144840495,0.000456262,0.00621118,0,0,0,0,0,0,0,0,0,0
RDU,3626,Raleigh Durham International Airport,Raleigh-durham,united states,KRDU,35.87760162353516,-78.78749847,435,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,110943,1,1,1,0,0,0,0.020186335403726708,3.3065492946040537e-05,0.12444709931589652,0.083965935,0.001223488,0.017598343685300208,0.002587992,0,0,0,0,0,0,0,0,0
SAV,3613,Savannah Hilton Head International Airport,Savannah,united states,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,145862,1,1,1,0,0,0,0.006728778,0,0.1161686119995321,0.038003027,0.000577352,0.006728778,0,0,0,0,0,0,0,0,0,0
SBY,3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,united states,KSBY,38.34049987792969,-75.51029968,52,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,33834,1,1,1,0,0,0,0.000517598,0,0.090840183,0.002060804,0.000256746,0.000517598,0,0,0,0,0,0,0,0,0,0
SDF,4014,Louisville International Standiford Field,Louisville,united states,KSDF,38.1744,-85.736,501,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,766757,1,1,1,0,0,0,0.010869565217391306,5.400826508653031e-07,0.11751815442517721,0.053320289,0.000695374,0.010351966873706004,0.000517598,0,0,0,0,0,0,0,0,0
SFO,3469,San Francisco International Airport,San Francisco,united states,KSFO,37.61899948120117,-122.375,13,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,883305,1,1,1,0,0,0,0.050207039,0.001655588,0.14243754619874166,0.1479292073876266,0.003065021,0.036749482,0.013457556935817806,0,0,0,0,0,0,0,0,0
SLC,3536,Salt Lake City International Airport,Salt Lake City,united states,KSLC,40.78839874267578,-111.9779968,4227,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,200591,1,1,1,0,0,0,0.037267080745341616,0.001532921,0.12560352874056782,0.09816901,0.001853775,0.022256729,0.015010351966873708,0,0,0,0,0,0,0,0,0
SMF,3817,Sacramento International Airport,Sacramento,united states,KSMF,38.69540023803711,-121.5910034,27,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,508529,1,1,1,0,0,0,0.014492753623188408,2.156144784739628e-05,0.1185162686636526,0.058627075,0.000885669,0.011387163561076606,0.00310559,0,0,0,0,0,0,0,0,0
SRQ,4067,Sarasota Bradenton International Airport,Sarasota,united states,KSRQ,27.39539909362793,-82.55439758,30,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,57738,1,1,1,0,0,0,0.00310559,0,0.10377475105579868,0.008752798,0.000312949,0.00310559,0,0,0,0,0,0,0,0,0,0
TRI,4116,Tri-Cities Regional TN/VA Airport,BRISTOL,united states,KTRI,36.475201,-82.407401,1519,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,463400,1,1,1,0,0,0,0.000517598,0,0,8.998795916126649e-33,0.000246827,0,0.000517598,0,0,0,0,0,0,0,0,0
UVF,2894,Hewanorra International Airport,Hewandorra,saint lucia,TLPL,13.7332,-60.952599,14,-4,U,America/St_Lucia,airport,OurAirports,5.13,5,4,5.5,6,3.05,4,1.5,5,2,1,1,1,7,7,1,5.63,7.5,6.5,6.5,6.5,6,4.5,5.5,4,5.5,5,6,4,182790,1,0,0,0,0,0,0.004140787,3.508693930665861e-06,0.11200135886757367,0.018206695216474448,0.000343341,0.003623188,0.000517598,0,0,0,0,0,0,0,0,0
VPS,3873,Destin-Ft Walton Beach Airport,Valparaiso,united states,KVPS,30.4832,-86.525398,87,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,33729,1,1,1,0,0,0,0.001552795,0,0.10821526244030011,0.010689015276256056,0.000429702,0.001552795,0,0,0,0,0,0,0,0,0,0
CMI,4049,University of Illinois Willard Airport,Champaign,united states,KCMI,40.03919983,-88.27809906,755,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,88029,1,1,1,0,0,0,0.001035197,0,0.08839534,0.001452844,0.00025263,0.001035197,0,0,0,0,0,0,0,0,0,0
CNF,2537,Tancredo Neves International Airport,Belo Horizonte,brazil,SBCF,-19.62444305,-43.9719429,2715,-3,S,America/Sao_Paulo,airport,OurAirports,6.5,7.5,6.5,8.5,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.04,3,4.5,7.5,4.5,3,5,5.5,6,6,5,4,6.5,2721564,1,1,1,1,1,0,0.018115942028985508,0.00231331,0.10343559615949671,0.005495666,0.001550789,0.010351966873706004,0.007763975,0,0,0,0,0,0,0,0,0
COS,3819,City of Colorado Springs Municipal Airport,Colorado Springs,united states,KCOS,38.805801,-104.700996,6187,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,472688,1,1,1,0,0,0,0.005693582,0,0.11529456973830376,0.039858508,0.000640346,0.005693582,0,0,0,0,0,0,0,0,0,0
COU,3719,Columbia Regional Airport,Columbia,united states,KCOU,38.81809997558594,-92.21959686,889,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,133451,1,1,1,0,0,0,0.001035197,0,0.08839534,0.001452844,0.00025263,0.001035197,0,0,0,0,0,0,0,0,0,0
CRP,3744,Corpus Christi International Airport,Corpus Christi,united states,KCRP,27.77039909362793,-97.50119781,44,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,326554,1,1,1,0,0,0,0.001035197,0,0.1071152343595855,0.008245045,0.00040184,0.001035197,0,0,0,0,0,0,0,0,0,0
CTS,2287,New Chitose Airport,Sapporo,japan,RJCC,42.77519989013672,141.69200134277344,82,9,U,Asia/Tokyo,airport,OurAirports,5,6.5,5.5,3,5,4.05,5,4.5,3,4,6,3,2,3,4.5,5.5,7.46,6,7.5,9,7.5,8,7.5,8.5,8,8,5.5,6,8,1973432,1,1,1,1,1,0,0.008281573,0.000272694,0.10510699892490555,0.012564407791200969,0.000574618,0.005175983,0.00310559,0,0,0,0,0,0,0,0,0
CWA,4045,Central Wisconsin Airport,Wassau,united states,KCWA,44.77759933,-89.66680145,1277,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,3553,1,1,1,0,0,0,0.000517598,0,0.095433611,0.00249629,0.000261051,0.000517598,0,0,0,0,0,0,0,0,0,0
ISP,3857,Long Island Mac Arthur Airport,Islip,united states,KISP,40.79520035,-73.10019684,99,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,330914,1,1,1,0,0,0,0.002587992,0,0.092569205,0.005708983,0.0003157,0.002587992,0,0,0,0,0,0,0,0,0,0
YHZ,73,Halifax / Stanfield International Airport,Halifax,canada,CYHZ,44.88079834,-63.50859833,477,-4,A,America/Halifax,airport,OurAirports,3.88,5,4,2,4.5,3.45,3.5,4,2.5,2,3,3,5,3.5,3,5,7.25,7.5,7,8,8,7,7,6,6.5,7.5,8.5,6,8,403131,1,1,0,1,0,0,0.006728778,0.00028912,0.11569033317611226,0.032951569,0.000424379,0.005175983,0.001552795,0,0,0,0,0,0,0,0,0
